model,control,split,metric,primary,mean,nominal_lo,nominal_hi,corrected_lo,corrected_hi,seed_1001,seed_1002,seed_1003,seed_1004,seed_1005
qwen3_06b_chat,hidden_budget,internal,total_micro_ce,False,-0.0015277496603391227,-0.0018624842970777972,-0.0011930150236004482,,,-0.0017802525363799226,-0.001481395427879284,-0.0010867766567032588,-0.0016823812358735812,-0.001607942444859567
qwen3_06b_chat,hidden_budget,internal,eos_ce,False,-0.0009210836799147914,-0.005971525377825733,0.004129358017996149,,,0.0011906517129495198,-0.0020760749009209323,-0.0069845158377503935,-0.0006677131431413463,0.003932233769289195
qwen3_06b_chat,hidden_budget,internal,content_top1,False,8.204567209080249e-05,-0.0003088370287142362,0.00047292837289584117,,,-0.00041022836045401245,0.00041022836045401245,0.0002734855736360453,0.0,0.00013674278681796714
qwen3_06b_chat,hidden_budget,internal,first_ce,False,-0.011660955547616102,-0.016039789696333996,-0.007282121398898208,,,-0.013069339703763116,-0.012346615490289814,-0.00808200137105386,-0.00831793929456559,-0.016488881878408135
qwen3_06b_chat,hidden_budget,internal,first_top1,False,0.0027237354085603016,-0.002499405925154862,0.007946876742275465,,,-0.0038910505836575737,0.0029182879377431803,0.0077821011673151474,0.0029182879377431803,0.0038910505836575737
qwen3_06b_chat,hidden_budget,internal,rest_ce,False,-0.0008075494085194562,-0.0013800180307965786,-0.00023508078624233375,,,-0.0011514032909203803,-0.0006150344393187554,-0.00011207692994450597,-0.0012574455920284638,-0.0009017867903851756
qwen3_06b_chat,hidden_budget,internal,rest_top1,False,-0.00011766436240625566,-0.00036437648072708934,0.00012904775591457806,,,-0.00014708045300781958,0.00022062067951167386,-0.00029416090601563916,-0.00022062067951167386,-0.00014708045300781958
qwen25_15b_chat,none,public,answer_set_probability,True,0.005141187025251482,0.0019037469117341803,0.008378627138768783,0.00011013471212658124,0.010172239338376382,0.0013318930992725075,0.008137105178718518,0.006935225547004209,0.004590788317919703,0.004710922983342469
qwen25_15b_chat,none,public,answer_set_nll,False,-0.0030532625560242277,-0.010776484060947888,0.004669958948899432,,,0.005913857891076457,-0.008941833854559489,-0.008705956047216912,-0.0032504222615543643,-0.00028195850786683074
qwen25_15b_chat,none,public,content_micro_ce,False,-0.00011461305290166312,-0.0003954704925304605,0.00016624438672713425,,,0.00015187304118813305,-7.462368390612206e-05,-8.862119767749643e-07,-0.0002005714425880878,-0.00044885696722546387
qwen25_15b_chat,none,public,content_macro_ce,False,0.0015718340912141305,0.00017267633860102967,0.0029709918438272313,,,0.0034385977533031298,0.0006436049442695158,0.001539847310454756,0.0007181054787220309,0.0015190149693212196
qwen25_15b_chat,none,public,total_micro_ce,False,0.0003150998614610989,-0.0005079435892337239,0.0011381433121559219,,,0.0013061935776617628,0.0001402357911301777,-0.0004765278460022171,6.022223717966346e-05,0.0005453755473361077
qwen25_15b_chat,none,public,eos_ce,False,0.0038374375310389563,-0.0036516716545789527,0.011326546716656866,,,0.010768107735907861,0.0019014293631403612,-0.0043753411903343364,0.0021979364448058147,0.008695055301675081
